Year,Region,Coral Area (km²),Rubble Area (km²)
2018,5 (Utara) Kaana,0.7362820724977279,0.9817094299969704
2018,6 (Timur) Kahyapu,8.210924729590046,17.682387603022356
2018,7 (Selatan) Kaana,0.5126382082676488,1.3999525007649103
2018,8 (Selatan) Kaana,1.9154951748017808,2.7084143297993344
2018,9 (Selatan) Apoho,0.6912628530747899,0.6026766471135248
2018,Enggano,18.742517608788315,31.831492597786387
2019,1 (Utara) Banjar Sari,0.3267523990374532,0.0842295073074323
2019,10 (Selatan) Meok,0.5794409209597503,0.2352617273069663
2019,11 (Selatan) Banjar Sari,0.9599259367278068,0.1829813434609737
2019,12 (Barat) Banjar Sari,0.913454484420258,0.1132741649996504
2019,2 (Utara) Meok,0.313682303075955,0.0043566986538327
2019,3 (Utara) Apoho,0.0755161099997669,0.0
2019,4 (Utara) Malakoni,0.1452232884610903,0.0493759180767707
2019,5 (Utara) Kaana,0.2192871655762463,0.0624460140382688
2019,6 (Timur) Kahyapu,4.259399050563779,2.4702481367231464
2019,7 (Selatan) Kaana,0.6549570309595173,0.0203312603845526
2019,8 (Selatan) Kaana,2.94222382422169,0.1829813434609737
2019,9 (Selatan) Apoho,0.2657586178837953,0.1423188226918685
2019,Enggano,11.65562113188711,3.547804937104436
2020,1 (Utara) Banjar Sari,0.5634663592290304,0.8800531280742073
2020,10 (Selatan) Meok,1.0761045674966792,2.403445424031045
2020,11 (Selatan) Banjar Sari,1.0456076769198503,3.6785058967194177
2020,12 (Barat) Banjar Sari,1.620691899225768,6.773214173825252
2020,2 (Utara) Meok,0.9802571971123596,2.499292794415364
2020,3 (Utara) Apoho,0.2497840561530753,0.299159974229846
2020,4 (Utara) Malakoni,0.869887497881931,1.7760808178791343
2020,5 (Utara) Kaana,0.9221678817279236,2.133330107493417
2020,6 (Timur) Kahyapu,8.536224895742889,17.776782740522066
2020,7 (Selatan) Kaana,0.8364861415358802,2.15511360076258
2020,8 (Selatan) Kaana,2.746172384799218,2.287266793262172
2020,9 (Selatan) Apoho,0.4356698653832709,0.8219638126897711
2020,Enggano,19.882520423207875,43.48420926390427
2021,1 (Utara) Banjar Sari,0.344179193652784,0.1002040690381523
2021,10 (Selatan) Meok,0.8756964294203746,0.808893716728273
2021,11 (Selatan) Banjar Sari,0.9613781696124178,0.4269564680756055
2021,12 (Barat) Banjar Sari,2.4789615340308115,0.6476958665364628
2021,2 (Utara) Meok,0.9047410871125926,0.4952114136523179
2021,3 (Utara) Apoho,0.1205353294227049,0.0116178630768872
2021,4 (Utara) Malakoni,0.3950073446141656,0.0029044657692218
2021,5 (Utara) Kaana,0.9076455528818144,0.3267523990374532
2021,6 (Timur) Kahyapu,8.671282554011702,3.1266574005672743
2021,7 (Selatan) Kaana,0.8364861415358802,0.1800768776917519
2021,8 (Selatan) Kaana,2.4615347394154807,0.7304731409592843
2021,9 (Selatan) Apoho,0.6302690719211319,0.1771724119225302
2021,Enggano,19.58771714763186,7.034616093055215
2022,1 (Utara) Banjar Sari,0.2033126038455264,0.927976813266367
2022,10 (Selatan) Meok,1.5655070496105536,1.4275449255725177
2022,11 (Selatan) Banjar Sari,0.5184471398060924,1.092079129227399
2022,12 (Barat) Banjar Sari,1.081913499035123,2.534146383646026
2022,2 (Utara) Meok,0.3543448238450604,1.2547292123038205
2022,3 (Utara) Apoho,0.0943951374997087,0.2599496863453516
2022,4 (Utara) Malakoni,0.2352617273069663,0.8786008951895964
2022,5 (Utara) Kaana,0.3601537553835039,0.929429046150978
2022,6 (Timur) Kahyapu,4.636979600562614,6.524882350556788
2022,7 (Selatan) Kaana,0.4327653996140491,0.509733742498427
2022,8 (Selatan) Kaana,2.547216479607524,0.7464477026900042
2022,9 (Selatan) Apoho,0.3964595774987765,0.5082815096138161
2022,Enggano,12.426756793615498,17.59380139706109
2023,1 (Utara) Banjar Sari,1.4563091969408988,0.7550157352036564
2023,10 (Selatan) Meok,2.745643760134835,3.914466196363572
2023,11 (Selatan) Banjar Sari,1.4969638903749416,1.903510824715372
2023,12 (Barat) Banjar Sari,3.807021649430744,3.0752371676179693
2023,2 (Utara) Meok,2.2853745523279905,1.5521381171782858
2023,3 (Utara) Apoho,0.2337644872457474,0.2991023874076023
2023,4 (Utara) Malakoni,1.4388857568977371,0.9495774823522908
2023,5 (Utara) Kaana,1.5739174172322374,1.4621170102886192
2023,6 (Timur) Kahyapu,11.80873648925257,15.782732772430276
2023,7 (Selatan) Kaana,0.8130938686808606,1.2399681497383126
2023,8 (Selatan) Kaana,2.240363998883157,3.1783258545400077
2023,9 (Selatan) Apoho,0.4849524145346562,0.7724391752468176
2023,Enggano,30.38502748193638,34.884630873082784
2024,1 (Utara) Banjar Sari,0.4196145143728013,0.4283262343943819
2024,10 (Selatan) Meok,1.194957596293479,1.2399681497383126
2024,11 (Selatan) Banjar Sari,0.4747887411761454,0.7971223819746295
2024,12 (Barat) Banjar Sari,0.8900473955381564,1.2298044763798015
2024,2 (Utara) Meok,0.5110875745993981,0.5517422680334412
2024,3 (Utara) Apoho,0.1118004069436183,0.0987328269112473
2024,4 (Utara) Malakoni,0.4036430276665701,0.5590020347180917
2024,5 (Utara) Kaana,0.643215328260038,0.7071012750849628
2024,6 (Timur) Kahyapu,3.561641535489556,4.305041643997772
2024,7 (Selatan) Kaana,0.2395723005934678,0.2729672273428604
2024,8 (Selatan) Kaana,2.4465413727272325,0.548838361359581
2024,9 (Selatan) Apoho,0.2119851871917958,0.2381203472565377
2024,Enggano,11.10889498085226,10.97676722719162
